lon,lat,size
114.49447455124118,-8.169803525704413,5.0
114.61646576682462,-8.129254016798344,5.0
115.11736636924965,-8.104264228348718,5.0
115.13182924532398,-8.829473031014757,5.0
115.25786287968596,-8.090390223508347,5.0
114.60406901590376,-8.140014264968364,5.0
115.18617732001321,-8.122762157195208,5.0
115.53894573208696,-8.76227031772438,5.0
115.10505944985721,-8.136368262821781,5.0
115.16803135127401,-8.096260053117195,5.0
115.15779055703504,-8.0857654490608,5.0
115.15186167615985,-8.081318500539131,5.0
115.1673126990467,-8.40732597987501,5.0
115.54738989575768,-8.774344622659468,5.0
114.95054922098866,-8.190521312963956,5.0
114.81894603186515,-8.205280967350703,5.0
115.6978577058477,-8.359157530716578,5.0
115.18186540664944,-8.11075638687191,5.0
115.12176811414184,-8.832313563589258,5.0
115.64782154452224,-8.370889141585982,5.0
115.24034573164563,-8.570982682355542,5.0
115.16695337293307,-8.74504599822098,5.0
115.12608002750562,-8.111645715493706,5.0
115.307809209483,-8.148817889413177,5.0
115.46582286795962,-8.21923989507114,5.0
115.53795758527443,-8.231686932257759,5.0
114.50390686172445,-8.168380805539153,5.0
114.54451071256665,-8.333026765897346,5.0
114.56616011091393,-8.130232233111201,5.0
115.2078267183605,-8.791301255360747,5.0
115.13380553894905,-8.382887014375575,5.0
115.52412352989899,-8.731905260000705,5.0
115.15114302393255,-8.077760906435403,5.0
115.0778404967484,-8.132900083655068,5.0
115.258312037328,-8.087899966936158,5.0
115.10550860749929,-8.144727340516535,5.0
115.06328778914568,-8.168025124705478,5.0
115.34113670652383,-8.40208284057073,5.0
115.1582397146771,-8.087722090878108,5.0
115.16264145956929,-8.816690363823891,5.0
115.04819609237245,-8.170337044458858,5.0
115.46375674280617,-8.679781698534821,5.0
115.50678604491546,-8.217995169860316,5.0
115.1664143837626,-8.753391902083612,5.0
115.27295457645916,-8.423854734337437,5.0
115.10056787343662,-8.104708900083342,5.0
115.15797022009187,-8.821661453662042,5.0
115.2747512070274,-8.552683614795646,5.0
115.1416208819209,-8.087188462233133,5.0
115.47103309660751,-8.207592670813044,5.0
115.25391029243583,-8.70908544620126,5.0
115.16183297581357,-8.151752387862823,5.0
115.5611341196047,-8.690437871915227,5.0
115.1560837579952,-8.095103881321311,5.0
115.61161943857223,-8.497958836141702,5.0
115.44956336131706,-8.212838409532123,5.0
114.54136660907223,-8.255157423334312,5.0
115.37356588828055,-8.135123278881203,5.0
115.58197503419629,-8.734213801603651,5.0
115.1771043356436,-8.159133000899454,5.0
115.54253899322343,-8.497603454858634,5.0
115.04828592390086,-8.150685300008007,5.0
115.09508815020351,-8.146061219750194,5.0
115.43240553939039,-8.68937226820287,5.0
115.31652286773897,-8.11404689294459,5.0
114.91704206089102,-8.192477443218012,5.0
115.57460884886649,-8.326271590136516,5.0
115.12509188069309,-8.109689189929005,5.0
114.598229966557,-8.13796895077655,5.0
115.11521041256776,-8.109689189929005,5.0
114.6051469942447,-8.142593124498804,5.0
115.47273989564734,-8.20412511057581,5.0
115.38138123125239,-8.280671109523531,5.0
114.61296233721656,-8.140103191435488,5.0
114.9448000031703,-8.315071963023973,5.0
115.4302495827085,-8.688306661461622,5.0
115.16156348122834,-8.106754383732286,5.0
115.13326654977857,-8.082652590242574,5.0
115.45567190524906,-8.193188760926699,5.0
115.15581426340998,-8.088166780876087,5.0
115.71034428829697,-8.390796520647925,5.0
114.57658056820972,-8.130765804639875,5.0
115.49474862010828,-8.232131462068923,5.0
114.61053688594943,-8.14197064268423,5.0
115.14539380611419,-8.103908490607198,5.0
115.21034200115602,-8.807280617785477,5.0
115.58341233865087,-8.772213891487553,5.0
114.62751504481929,-8.146239069978845,5.0
115.11853417911901,-8.102930210196394,5.0
115.21878616482677,-8.472637096275925,5.0
115.17530770507537,-8.746022656210258,5.0
115.70926630995602,-8.39444017160774,5.0
