,lon,lat
127,107.94244912540466,-7.2206779092078515
128,109.03321219463172,-7.290711141524878
129,108.87830664718115,-7.640605856473122
130,109.44635397597479,-7.448059708707446
131,110.32348854197129,-7.316770018666098
132,110.50852466611641,-7.600884165275222
133,110.3765111183767,-7.2147060831963215
134,110.37397761643238,-7.2351550631751955
135,110.51730144070908,-7.586678457944765
136,110.37642063616438,-7.2291832371636655
137,110.36592469953806,-7.233526383353867
138,110.38049233571768,-7.228821308314482
139,110.32909843913365,-7.595817161386651
140,110.36366264423066,-7.229997577074328
141,110.13121384084248,-7.3376714097064495
142,110.71183819714528,-7.585411706972621
143,110.79743436997721,-7.629386062148429
144,110.59620192983112,-7.5743728770725225
145,110.95025882654495,-7.459550949669025
146,110.80304426713957,-7.430687123946633
147,111.27934263266516,-7.5686724976978805
148,111.22161498122036,-7.396303883274193
149,111.27445659320118,-7.590026299799713
150,111.08390105410601,-7.38969868177659
151,111.28024745478812,-7.580797114145532
152,111.37606811760948,-7.6229618250754205
153,111.09276831091101,-7.197514462860099
154,111.06824763137881,-7.587673762280017
155,111.27952359708976,-7.5717488929159416
156,111.04580804272943,-7.564691280356861
157,111.28450011876602,-7.5777207189274725
158,111.27789491726843,-7.572472750614308
159,111.1369236305114,-7.5060588067891185
160,111.42013295499756,-7.572472750614308
161,111.47994169732516,-7.409785732906281
162,112.22225776700071,-7.450321764014844
163,112.708237729242,-7.630290884271388
164,112.66779218034573,-7.238864833879327
165,112.58581529600565,-7.63110522418205
166,112.66643494716128,-7.238502905030142
167,112.46321189834472,-7.51266400828672
168,112.40068868964823,-7.566138995753598
169,112.58852976237452,-7.634362583824704
170,112.63621388825449,-7.443354633668059
171,112.63422327958395,-7.289082461703551
172,112.41317523494509,-7.570482141943799
173,112.58852976237452,-7.633276797277152
174,112.66489674955228,-7.293244643469162
175,108.4318674117132,-7.781486661017838
176,110.69021294840657,-7.957203117296474
177,110.59158733700407,-7.980638010281112
178,110.95451149052288,-7.770719277754625
179,111.22152449900808,-7.815417490628799
180,111.31933577049996,-7.659335674418372
181,111.5120628826902,-7.842381189892977
182,111.60960270754518,-7.82600390946742
183,111.63511869141264,-7.816231830539462
184,112.20959025727929,-8.075010957705736
185,112.16154420255016,-7.962993978883412
186,112.0793863537855,-8.080982783717264
187,112.10978837711693,-8.054652459939156
188,112.27745191650122,-8.081616159203335
189,112.3091206908048,-7.85161037554716
190,112.28849074640131,-7.848081569267618
191,112.26270331589701,-7.6538162594683214
192,112.29600077002188,-7.8397572057363965
193,112.12580372869327,-8.0051586898133
194,112.27817577419958,-8.080620854868082
195,112.30939213744169,-7.84916735581517
196,112.52492076713051,-7.853420019793078
197,112.70398506526408,-7.838309490339662
198,112.49497115486055,-7.872873695436696
199,112.57730996804985,-7.730635657707541
200,112.51722977908535,-7.884364936398275
201,112.33825596316409,-8.095821866533793
202,112.53007825323135,-7.856315450586545
203,112.57486694831785,-7.729730835584582
204,112.52863053783464,-7.8599347390783825
205,112.55423700391438,-7.9028233077066385
206,112.55677050585871,-8.009049424942024
207,112.57758141468672,-7.950416951374281
208,112.82369303213156,-7.856044003949657
209,112.82812666053408,-7.863101616508738
210,112.82830762495868,-7.864006438631697
211,112.82441688982992,-7.8544153241283325
212,112.80062006799612,-7.865997047302207
213,112.82921244708162,-7.865182707391543
214,112.82405496098076,-7.853239055368485
215,112.81735927727085,-7.8332424864510894
216,113.15024333630748,-7.832156699903541
217,113.0500795272959,-7.69688579252117
218,112.81681638399708,-7.8343282729986425
219,113.15051478294436,-7.83152332441747
220,113.22045753304909,-7.7344359106239695
221,112.80776816276749,-7.816503277176349
222,112.81835458160612,-7.833604415300275
223,113.53207827219616,-7.743212685216672
224,113.2988151288973,-7.790263435610539
225,113.23764915338528,-8.017916681747023
226,113.43037626557556,-7.850253142362722
227,112.29183858825628,-8.137896095251387
228,112.76714164944664,-8.209919936238924
229,112.68217885210079,-8.41323346726781
230,112.67367352414496,-8.109665645015067
231,112.33780355210259,-8.115185059965116
232,112.61124079766078,-8.111837218110168
233,113.15748191329115,-8.144048885687507
234,113.41354657408856,-8.270543018477175
235,113.3657719659963,-8.270633500689474
236,113.31645916029505,-8.238059904262947
237,113.47353628084072,-8.218063335345553
238,113.39970279560728,-8.154001929040056
239,113.75267390577358,-8.113375415719197
